word_en,class_en,word_ru,class_ru
,,соболёнком,млекопитающее
,,соболёнок,млекопитающее
,,собольи,млекопитающее
,,соболёнка,млекопитающее
,,соболятам,млекопитающее
,,собольей,млекопитающее
,,собольего,млекопитающее
,,соболья,млекопитающее
,,соболят,млекопитающее
,,собольему,млекопитающее
,,соболятах,млекопитающее
,,собольим,млекопитающее
,,собольем,млекопитающее
,,барсучья,млекопитающее
,,барсучат,млекопитающее
,,барсучье,млекопитающее
,,барсучонком,млекопитающее
,,барсучонке,млекопитающее
,,барсучьим,млекопитающее
,,барсучатам,млекопитающее
,,барсучий,млекопитающее
,,барсучьих,млекопитающее
,,барсучьей,млекопитающее
,,барсучатах,млекопитающее
,,барсучью,млекопитающее
,,барсучьего,млекопитающее
,,барсучьими,млекопитающее
,,барсучьи,млекопитающее
,,барсучата,млекопитающее
,,барсучатами,млекопитающее
,,барсучьему,млекопитающее
,,барсучьем,млекопитающее
,,барсучонку,млекопитающее
,,барсучонка,млекопитающее
,,барсучонок,млекопитающее
,,бобрье,млекопитающее
,,бобрий,млекопитающее
,,бобрятам,млекопитающее
,,бобрёнке,млекопитающее
,,бобрятах,млекопитающее
,,бобрёнка,млекопитающее
,,бобрья,млекопитающее
,,бобрёнок,млекопитающее
,,бобрьем,млекопитающее
,,бобрят,млекопитающее
,,бобрьим,млекопитающее
,,бобрята,млекопитающее
,,бобрёнком,млекопитающее
,,бобрёнку,млекопитающее
,,бобрятами,млекопитающее
,,бобрьих,млекопитающее
,,бобрьего,млекопитающее
,,бобрью,млекопитающее
,,бобрьей,млекопитающее
,,бобрьими,млекопитающее
,,бобрьи,млекопитающее
,,бобрьему,млекопитающее
,,выдрьих,млекопитающее
,,выдрят,млекопитающее
,,выдрятами,млекопитающее
,,выдрёнке,млекопитающее
,,выдрьего,млекопитающее
,,выдрий,млекопитающее
,,выдрьем,млекопитающее
,,выдрёнка,млекопитающее
,,выдрьей,млекопитающее
,,выдрьи,млекопитающее
,,выдрёнком,млекопитающее
,,выдрью,млекопитающее
,,выдрья,млекопитающее
,,выдрятам,млекопитающее
,,выдрёнок,млекопитающее
,,выдрьими,млекопитающее
,,выдрьему,млекопитающее
,,выдрятах,млекопитающее
,,выдрёнку,млекопитающее
,,выдрье,млекопитающее
,,выдрята,млекопитающее
,,выдрьим,млекопитающее
,,ёжатах,млекопитающее
,,ежовий,млекопитающее
,,ёжонком,млекопитающее
,,ёжонок,млекопитающее
,,ежовье,млекопитающее
,,ежовьего,млекопитающее
,,ежовья,млекопитающее
,,ёжонку,млекопитающее
,,ежовьему,млекопитающее
,,ежовьей,млекопитающее
,,ёжонка,млекопитающее
,,ежовьи,млекопитающее
,,ежовьими,млекопитающее
,,ежовьем,млекопитающее
,,ежовьих,млекопитающее
,,ёжат,млекопитающее
,,ежовью,млекопитающее
,,ёжонке,млекопитающее
,,ёжата,млекопитающее
,,ёжатами,млекопитающее
,,ежовьим,млекопитающее
,,ёжатам,млекопитающее
,,ежат,млекопитающее
,,ежата,млекопитающее
,,ежатам,млекопитающее
,,ежатами,млекопитающее
,,ежатах,млекопитающее
,,ежонок,млекопитающее
,,ежонку,млекопитающее
,,ежонке,млекопитающее
,,ежонком,млекопитающее
,,ежонка,млекопитающее
,,кошьему,млекопитающее
,,кошьей,млекопитающее
,,кошьим,млекопитающее
,,кошьи,млекопитающее
,,кошью,млекопитающее
,,котят,млекопитающее
,,котёнком,млекопитающее
,,коший,млекопитающее
,,кошьих,млекопитающее
,,котёнок,млекопитающее
,,кошье,млекопитающее
,,кошьем,млекопитающее
,,котятах,млекопитающее
,,котята,млекопитающее
,,кошья,млекопитающее
,,кошьими,млекопитающее
,,котятам,млекопитающее
,,котёнка,млекопитающее
,,котёнке,млекопитающее
,,кошьего,млекопитающее
,,котёнку,млекопитающее
,,котятами,млекопитающее
,,кошонка,млекопитающее
,,кошаьих,млекопитающее
,,кошаьего,млекопитающее
,,кошаий,млекопитающее
,,кошаьей,млекопитающее
,,кошатах,млекопитающее
,,кошаья,млекопитающее
,,кошаью,млекопитающее
,,кошаье,млекопитающее
,,кошонок,млекопитающее
,,кошаьем,млекопитающее
,,кошата,млекопитающее
,,кошонком,млекопитающее
,,кошат,млекопитающее
,,кошаьему,млекопитающее
,,кошаьими,млекопитающее
,,кошатами,млекопитающее
,,кошатам,млекопитающее
,,кошаьи,млекопитающее
,,кошонке,млекопитающее
,,кошаьим,млекопитающее
,,кошонку,млекопитающее
,,собачийьими,млекопитающее
,,собачатами,млекопитающее
,,собачийьей,млекопитающее
,,собачатах,млекопитающее
,,собачата,млекопитающее
,,собачонке,млекопитающее
,,собачонок,млекопитающее
,,собачонком,млекопитающее
,,собачийью,млекопитающее
,,собачийьего,млекопитающее
,,собачийьих,млекопитающее
,,собачийья,млекопитающее
,,собачийий,млекопитающее
,,собачийье,млекопитающее
,,собачийьим,млекопитающее
,,собачат,млекопитающее
,,собачийьи,млекопитающее
,,собачонка,млекопитающее
,,собачийьему,млекопитающее
,,собачатам,млекопитающее
,,собачонку,млекопитающее
,,собачийьем,млекопитающее
,,пёсьего,млекопитающее
,,пёсята,млекопитающее
,,пёсьему,млекопитающее
,,пёсью,млекопитающее
,,пёсёнком,млекопитающее
,,пёсья,млекопитающее
,,пёсят,млекопитающее
,,пёсье,млекопитающее
,,пёсьих,млекопитающее
,,пёсьими,млекопитающее
,,пёсёнок,млекопитающее
,,пёсятам,млекопитающее
,,пёсьи,млекопитающее
,,пёсьем,млекопитающее
,,пёсятах,млекопитающее
,,пёсьим,млекопитающее
,,пёсёнку,млекопитающее
,,пёсий,млекопитающее
,,пёсьей,млекопитающее
,,пёсятами,млекопитающее
,,пёсёнка,млекопитающее
,,пёсёнке,млекопитающее
,,конный,млекопитающее
,,конёнке,млекопитающее
,,конного,млекопитающее
,,конёнка,млекопитающее
,,конёнку,млекопитающее
,,конят,млекопитающее
,,конята,млекопитающее
,,конному,млекопитающее
,,конных,млекопитающее
,,конною,млекопитающее
,,конным,млекопитающее
,,конёнком,млекопитающее
,,конятам,млекопитающее
,,конное,млекопитающее
,,конёнок,млекопитающее
,,конную,млекопитающее
,,конными,млекопитающее
,,конятами,млекопитающее
,,конные,млекопитающее
,,конятах,млекопитающее
,,конной,млекопитающее
,,конная,млекопитающее
,,лошадятами,млекопитающее
,,лошадёнке,млекопитающее
,,лошадятах,млекопитающее
,,лошадьими,млекопитающее
,,лошадьи,млекопитающее
,,лошадят,млекопитающее
,,лошадятам,млекопитающее
,,лошадьей,млекопитающее
,,лошадьему,млекопитающее
,,лошадёнку,млекопитающее
,,лошадий,млекопитающее
,,лошадёнка,млекопитающее
,,лошадье,млекопитающее
,,лошадята,млекопитающее
,,лошадьим,млекопитающее
,,лошадьих,млекопитающее
,,лошадьем,млекопитающее
,,лошадья,млекопитающее
,,лошадьего,млекопитающее
,,лошадёнок,млекопитающее
,,лошадёнком,млекопитающее
,,коровьими,млекопитающее
,,коровёнок,млекопитающее
,,коровёнку,млекопитающее
,,коровьего,млекопитающее
,,коровий,млекопитающее
,,коровьем,млекопитающее
,,коровьему,млекопитающее
,,коровёнком,млекопитающее
,,коровёнка,млекопитающее
,,коровьи,млекопитающее
,,коровья,млекопитающее
,,коровью,млекопитающее
,,коровятам,млекопитающее
,,коровятами,млекопитающее
,,коровятах,млекопитающее
,,коровёнке,млекопитающее
,,коровят,млекопитающее
,,коровята,млекопитающее
,,коровьим,млекопитающее
,,коровьей,млекопитающее
,,коровье,млекопитающее
,,коровьих,млекопитающее
,,бычьему,млекопитающее
,,бычонке,млекопитающее
,,бычьего,млекопитающее
,,бычьими,млекопитающее
,,бычатах,млекопитающее
,,бычонком,млекопитающее
,,бычью,млекопитающее
,,бычонка,млекопитающее
,,бычатам,млекопитающее
,,бычонку,млекопитающее
,,бычата,млекопитающее
,,бычьих,млекопитающее
,,бычьем,млекопитающее
,,бычий,млекопитающее
,,бычья,млекопитающее
,,бычат,млекопитающее
,,бычье,млекопитающее
,,бычьей,млекопитающее
,,бычонок,млекопитающее
,,бычатами,млекопитающее
,,бычьи,млекопитающее
,,бычьим,млекопитающее
,,баранятам,млекопитающее
,,баранные,млекопитающее
,,баранною,млекопитающее
,,баранята,млекопитающее
,,баранному,млекопитающее
,,баранёнка,млекопитающее
,,баранёнок,млекопитающее
,,баранного,млекопитающее
,,баранёнком,млекопитающее
,,баранят,млекопитающее
,,баранным,млекопитающее
,,баранное,млекопитающее
,,баранятами,млекопитающее
,,баранёнку,млекопитающее
,,баранную,млекопитающее
,,баранных,млекопитающее
,,баранятах,млекопитающее
,,баранная,млекопитающее
,,баранной,млекопитающее
,,баранными,млекопитающее
,,баранёнке,млекопитающее
,,баранный,млекопитающее
,,овечья,млекопитающее
,,овечьими,млекопитающее
,,овечонок,млекопитающее
,,овечата,млекопитающее
,,овечий,млекопитающее
,,овечонке,млекопитающее
,,овечью,млекопитающее
,,овечьей,млекопитающее
,,овечатами,млекопитающее
,,овечонком,млекопитающее
,,овечат,млекопитающее
,,овечьи,млекопитающее
,,овечьего,млекопитающее
,,овечьих,млекопитающее
,,овечьим,млекопитающее
,,овечонка,млекопитающее
,,овечатам,млекопитающее
,,овечьему,млекопитающее
,,овечье,млекопитающее
,,овечонку,млекопитающее
,,овечатах,млекопитающее
,,овечьем,млекопитающее
,,свинёнка,млекопитающее
,,свинёнке,млекопитающее
,,свинное,млекопитающее
,,свинной,млекопитающее
,,свинным,млекопитающее
,,свинятах,млекопитающее
,,свинными,млекопитающее
,,свинёнком,млекопитающее
,,свинята,млекопитающее
,,свинят,млекопитающее
,,свинного,млекопитающее
,,свинная,млекопитающее
,,свинный,млекопитающее
,,свинных,млекопитающее
,,свинною,млекопитающее
,,свинёнок,млекопитающее
,,свинные,млекопитающее
,,свинятами,млекопитающее
,,свинную,млекопитающее
,,свинятам,млекопитающее
,,свинному,млекопитающее
,,свинёнку,млекопитающее
,,козьему,млекопитающее
,,козье,млекопитающее
,,козьем,млекопитающее
,,козьи,млекопитающее
,,козлятами,млекопитающее
,,козлятах,млекопитающее
,,козья,млекопитающее
,,козлёнком,млекопитающее
,,козий,млекопитающее
,,козью,млекопитающее
,,козлятам,млекопитающее
,,козьих,млекопитающее
,,козьим,млекопитающее
,,козьего,млекопитающее
,,козлёнке,млекопитающее
,,козьими,млекопитающее
,,козьей,млекопитающее
,,козлёнку,млекопитающее
,,козльи,млекопитающее
,,козльими,млекопитающее
,,козльего,млекопитающее
,,козльем,млекопитающее
,,козлья,млекопитающее
,,козльему,млекопитающее
,,козлий,млекопитающее
,,козлью,млекопитающее
,,козльих,млекопитающее
,,козльей,млекопитающее
,,козльим,млекопитающее
,,козлье,млекопитающее
,,тигрьей,млекопитающее
,,тигрят,млекопитающее
,,тигрятам,млекопитающее
,,тигрьи,млекопитающее
,,тигрьем,млекопитающее
,,тигрьих,млекопитающее
,,тигрёнка,млекопитающее
,,тигрятах,млекопитающее
,,тигрёнок,млекопитающее
,,тигрёнку,млекопитающее
,,тигрьими,млекопитающее
,,тигрьим,млекопитающее
,,тигрья,млекопитающее
,,тигрятами,млекопитающее
,,тигрий,млекопитающее
,,тигрята,млекопитающее
,,тигрёнке,млекопитающее
,,тигрьему,млекопитающее
,,тигрью,млекопитающее
,,тигрёнком,млекопитающее
,,тигрьего,млекопитающее
,,тигрье,млекопитающее
,,львью,млекопитающее
,,львьем,млекопитающее
,,львёнку,млекопитающее
,,львьими,млекопитающее
,,львьи,млекопитающее
,,львьего,млекопитающее
,,львёнка,млекопитающее
,,львёнком,млекопитающее
,,львья,млекопитающее
,,львье,млекопитающее
,,львьим,млекопитающее
,,львятах,млекопитающее
,,львёнок,млекопитающее
,,львьему,млекопитающее
,,львьей,млекопитающее
,,львятами,млекопитающее
,,львята,млекопитающее
,,львятам,млекопитающее
,,львёнке,млекопитающее
,,львьих,млекопитающее
,,львий,млекопитающее
,,львят,млекопитающее
,,леопардятах,млекопитающее
,,леопардёнок,млекопитающее
,,леопардёнку,млекопитающее
,,леопардий,млекопитающее
,,леопардьими,млекопитающее
,,леопардёнком,млекопитающее
,,леопардёнке,млекопитающее
,,леопардьего,млекопитающее
,,леопардью,млекопитающее
,,леопардята,млекопитающее
,,леопардятам,млекопитающее
,,леопардьей,млекопитающее
,,леопардьему,млекопитающее
,,леопардьем,млекопитающее
,,леопардятами,млекопитающее
,,леопардят,млекопитающее
,,леопардьи,млекопитающее
,,леопардёнка,млекопитающее
,,леопардье,млекопитающее
,,леопардьим,млекопитающее
,,леопардьих,млекопитающее
,,леопардья,млекопитающее
,,слонного,млекопитающее
,,слонное,млекопитающее
,,слонятам,млекопитающее
,,слонною,млекопитающее
,,слонёнке,млекопитающее
,,слонят,млекопитающее
,,слонная,млекопитающее
,,слонята,млекопитающее
,,слонёнком,млекопитающее
,,слонный,млекопитающее
,,слонёнку,млекопитающее
,,слонные,млекопитающее
,,слонятами,млекопитающее
,,слонной,млекопитающее
,,слонятах,млекопитающее
,,слонным,млекопитающее
,,слонных,млекопитающее
,,слонную,млекопитающее
,,слонными,млекопитающее
,,слонному,млекопитающее
,,слонёнка,млекопитающее
,,слонёнок,млекопитающее
,,обезьянное,млекопитающее
,,обезьянят,млекопитающее
,,обезьянную,млекопитающее
,,обезьянные,млекопитающее
,,обезьянному,млекопитающее
,,обезьянной,млекопитающее
,,обезьянный,млекопитающее
,,обезьянёнку,млекопитающее
,,обезьянных,млекопитающее
,,обезьянятам,млекопитающее
,,обезьянною,млекопитающее
,,обезьянным,млекопитающее
,,обезьянята,млекопитающее
,,обезьянёнком,млекопитающее
,,обезьянятами,млекопитающее
,,обезьянными,млекопитающее
,,обезьянёнке,млекопитающее
,,обезьянёнка,млекопитающее
,,обезьянёнок,млекопитающее
,,обезьянного,млекопитающее
,,обезьянятах,млекопитающее
,,обезьянная,млекопитающее
,,гиенную,млекопитающее
,,гиенятам,млекопитающее
,,гиенят,млекопитающее
,,гиенные,млекопитающее
,,гиенёнку,млекопитающее
,,гиенного,млекопитающее
,,гиенными,млекопитающее
,,гиенёнка,млекопитающее
,,гиенною,млекопитающее
,,гиенной,млекопитающее
,,гиенных,млекопитающее
,,гиенята,млекопитающее
,,гиенёнке,млекопитающее
,,гиенёнок,млекопитающее
,,гиенный,млекопитающее
,,гиенному,млекопитающее
,,гиенятами,млекопитающее
,,гиенятах,млекопитающее
,,гиенным,млекопитающее
,,гиенная,млекопитающее
,,гиенное,млекопитающее
,,гиенёнком,млекопитающее
,,жирафятами,млекопитающее
,,жирафьих,млекопитающее
,,жирафёнку,млекопитающее
,,жирафят,млекопитающее
,,жирафье,млекопитающее
,,жирафёнок,млекопитающее
,,жирафятах,млекопитающее
,,жирафья,млекопитающее
,,жирафьи,млекопитающее
,,жирафята,млекопитающее
,,жирафятам,млекопитающее
,,жирафий,млекопитающее
,,жирафьем,млекопитающее
,,жирафьего,млекопитающее
,,жирафёнке,млекопитающее
,,жирафьему,млекопитающее
,,жирафьей,млекопитающее
,,жирафёнка,млекопитающее
,,жирафьими,млекопитающее
,,жирафьим,млекопитающее
,,жирафёнком,млекопитающее
,,жирафью,млекопитающее
,,ягуарий,млекопитающее
,,ягуарята,млекопитающее
,,ягуарятам,млекопитающее
,,ягуарят,млекопитающее
,,ягуарьих,млекопитающее
,,ягуарёнке,млекопитающее
,,ягуарье,млекопитающее
,,ягуарёнка,млекопитающее
,,ягуарью,млекопитающее
,,ягуарёнок,млекопитающее
,,ягуарёнку,млекопитающее
,,ягуарятах,млекопитающее
,,ягуарьем,млекопитающее
,,ягуарьему,млекопитающее
,,ягуарьими,млекопитающее
,,ягуарятами,млекопитающее
,,ягуарьим,млекопитающее
,,ягуарья,млекопитающее
,,ягуарёнком,млекопитающее
,,ягуарьи,млекопитающее
,,ягуарьей,млекопитающее
,,ягуарьего,млекопитающее
,,пумий,млекопитающее
,,пумьему,млекопитающее
,,пумьих,млекопитающее
,,пумьего,млекопитающее
,,пумятах,млекопитающее
,,пумят,млекопитающее
,,пумёнок,млекопитающее
,,пумья,млекопитающее
,,пумёнке,млекопитающее
,,пумятам,млекопитающее
,,пумьим,млекопитающее
,,пумье,млекопитающее
,,пумята,млекопитающее
,,пумёнком,млекопитающее
,,пумёнку,млекопитающее
,,пумятами,млекопитающее
,,пумёнка,млекопитающее
,,пумьи,млекопитающее
,,пумьей,млекопитающее
,,пумью,млекопитающее
,,пумьими,млекопитающее
,,пумьем,млекопитающее
,,орлинною,птица
,,орлинное,птица
,,орлинных,птица
,,орлятах,птица
,,орлинные,птица
,,орлинным,птица
,,орлёнке,птица
,,орлинная,птица
,,орлинными,птица
,,орлят,птица
,,орлинному,птица
,,орлинную,птица
,,орлинной,птица
,,орлинный,птица
,,орлята,птица
,,орлёнку,птица
,,орлёнком,птица
,,орлятами,птица
,,орлятам,птица
,,орлинного,птица
,,орлёнка,птица
,,орлёнок,птица
,,соколёнок,птица
,,соколье,птица
,,сокольи,птица
,,соколёнком,птица
,,соколятами,птица
,,сокольим,птица
,,соколятах,птица
,,соколью,птица
,,соколий,птица
,,соколята,птица
,,соколёнку,птица
,,соколья,птица
,,сокольих,птица
,,сокольему,птица
,,сокольей,птица
,,сокольими,птица
,,сокольего,птица
,,сокольем,птица
,,соколёнке,птица
,,соколятам,птица
,,соколёнка,птица
,,соколят,птица
,,ястребинной,птица
,,ястребёнок,птица
,,ястребинною,птица
,,ястребят,птица
,,ястребинный,птица
,,ястребинное,птица
,,ястребятами,птица
,,ястребёнку,птица
,,ястребинного,птица
,,ястребёнке,птица
,,ястребятам,птица
,,ястребинную,птица
,,ястребёнка,птица
,,ястребинными,птица
,,ястребёнком,птица
,,ястребинным,птица
,,ястребинные,птица
,,ястребята,птица
,,ястребинных,птица
,,ястребинная,птица
,,ястребятах,птица
,,ястребинному,птица
,,воронийьему,птица
,,воронёнка,птица
,,воронийьей,птица
,,воронийьими,птица
,,воронийий,птица
,,воронятами,птица
,,воронёнке,птица
,,воронёнку,птица
,,воронят,птица
,,воронийьего,птица
,,воронийьи,птица
,,воронийьем,птица
,,воронёнком,птица
,,воронятам,птица
,,воронийьим,птица
,,воронятах,птица
,,воронийью,птица
,,воронийья,птица
,,воронийьих,птица
,,воронийье,птица
,,воронята,птица
,,воронёнок,птица
,,воронною,птица
,,воронными,птица
,,воронного,птица
,,воронное,птица
,,воронную,птица
,,воронному,птица
,,воронная,птица
,,воронный,птица
,,воронные,птица
,,воронной,птица
,,воронных,птица
,,воронным,птица
,,сорочатёнку,птица
,,сорочийьи,птица
,,сорочийья,птица
,,сорочийьего,птица
,,сорочийий,птица
,,сорочийью,птица
,,сорочийьей,птица
,,сорочийьими,птица
,,сорочатятах,птица
,,сорочатятами,птица
,,сорочатята,птица
,,сорочийьих,птица
,,сорочийьим,птица
,,сорочатят,птица
,,сорочийьем,птица
,,сорочатёнок,птица
,,сорочийьему,птица
,,сорочатёнком,птица
,,сорочатёнке,птица
,,сорочатёнка,птица
,,сорочатятам,птица
,,сорочийье,птица
,,кукушкинной,птица
,,кукушкинное,птица
,,кукушкинная,птица
,,кукушонком,птица
,,кукушкинные,птица
,,кукушкинною,птица
,,кукушатами,птица
,,кукушонке,птица
,,кукушкинного,птица
,,кукушатах,птица
,,кукушкинным,птица
,,кукушонок,птица
,,кукушонку,птица
,,кукушкинному,птица
,,кукушкинных,птица
,,кукушатам,птица
,,кукушат,птица
,,кукушкинными,птица
,,кукушкинную,птица
,,кукушата,птица
,,кукушонка,птица
,,кукушкинный,птица
,,соловьинными,птица
,,соловьинной,птица
,,соловьинное,птица
,,соловьятята,птица
,,соловьятёнка,птица
,,соловьинным,птица
,,соловьятёнком,птица
,,соловьятят,птица
,,соловьинных,птица
,,соловьинный,птица
,,соловьятятам,птица
,,соловьинною,птица
,,соловьинному,птица
,,соловьинные,птица
,,соловьятёнке,птица
,,соловьятятах,птица
,,соловьинного,птица
,,соловьятятами,птица
,,соловьятёнку,птица
,,соловьинную,птица
,,соловьятёнок,птица
,,соловьинная,птица
,,воробьятёнку,птица
,,воробьинной,птица
,,воробьинное,птица
,,воробьинную,птица
,,воробьинною,птица
,,воробьинному,птица
,,воробьинным,птица
,,воробьятятах,птица
,,воробьятятам,птица
,,воробьятёнком,птица
,,воробьинная,птица
,,воробьятёнка,птица
,,воробьинного,птица
,,воробьятята,птица
,,воробьинный,птица
,,воробьятёнке,птица
,,воробьинные,птица
,,воробьятятами,птица
,,воробьинных,птица
,,воробьинными,птица
,,воробьятёнок,птица
,,воробьятят,птица
,,совятёнка,птица
,,совятятами,птица
,,совятёнку,птица
,,совинные,птица
,,совинное,птица
,,совинным,птица
,,совинными,птица
,,совятята,птица
,,совятёнком,птица
,,совинную,птица
,,совятёнке,птица
,,совинная,птица
,,совинный,птица
,,совятёнок,птица
,,совинному,птица
,,совинного,птица
,,совятятах,птица
,,совинных,птица
,,совятят,птица
,,совятятам,птица
,,совинной,птица
,,совинною,птица
,,филинное,птица
,,филинёнку,птица
,,филинёнком,птица
,,филинного,птица
,,филинятах,птица
,,филинят,птица
,,филинную,птица
,,филинята,птица
,,филинных,птица
,,филинному,птица
,,филинятами,птица
,,филинёнок,птица
,,филинною,птица
,,филинные,птица
,,филинёнке,птица
,,филинная,птица
,,филинный,птица
,,филинятам,птица
,,филинёнка,птица
,,филинными,птица
,,филинным,птица
,,филинной,птица
,,ласточекёнку,птица
,,ласточкинной,птица
,,ласточекятах,птица
,,ласточекятами,птица
,,ласточекята,птица
,,ласточкинному,птица
,,ласточкинным,птица
,,ласточкинных,птица
,,ласточекят,птица
,,ласточкинного,птица
,,ласточекёнком,птица
,,ласточкинною,птица
,,ласточкинный,птица
,,ласточкинная,птица
,,ласточекятам,птица
,,ласточекёнок,птица
,,ласточкинными,птица
,,ласточекёнка,птица
,,ласточкинное,птица
,,ласточкинные,птица
,,ласточкинную,птица
,,ласточекёнке,птица
,,утинною,птица
,,утёнку,птица
,,утёнком,птица
,,утятах,птица
,,утинным,птица
,,утинные,птица
,,утинному,птица
,,утинную,птица
,,утята,птица
,,утинная,птица
,,утинное,птица
,,утёнке,птица
,,утинного,птица
,,утятам,птица
,,утятами,птица
,,утёнка,птица
,,утинной,птица
,,утёнок,птица
,,утинный,птица
,,утинных,птица
,,утят,птица
,,утинными,птица
,,гусинною,птица
,,гусятами,птица
,,гусята,птица
,,гусятам,птица
,,гусинная,птица
,,гусёнке,птица
,,гусинному,птица
,,гусёнка,птица
,,гусинных,птица
,,гусёнком,птица
,,гусинного,птица
,,гусятах,птица
,,гусинными,птица
,,гусёнку,птица
,,гусят,птица
,,гусёнок,птица
,,гусинной,птица
,,гусинное,птица
,,гусинный,птица
,,гусинные,птица
,,гусинную,птица
,,гусинным,птица
,,лебединные,птица
,,лебединный,птица
,,лебединного,птица
,,лебединную,птица
,,лебедятах,птица
,,лебедята,птица
,,лебединной,птица
,,лебедятами,птица
,,лебедёнке,птица
,,лебедёнку,птица
,,лебедёнком,птица
,,лебединная,птица
,,лебединным,птица
,,лебедёнок,птица
,,лебединному,птица
,,лебединное,птица
,,лебединными,птица
,,лебедёнка,птица
,,лебедят,птица
,,лебедятам,птица
,,лебединною,птица
,,лебединных,птица
,,куринной,птица
,,курятам,птица
,,куринное,птица
,,куринными,птица
,,курятах,птица
,,куринная,птица
,,курята,птица
,,куринные,птица
,,курёнке,птица
,,куринный,птица
,,курёнок,птица
,,куринному,птица
,,курёнком,птица
,,куринную,птица
,,куринным,птица
,,курят,птица
,,куринного,птица
,,курёнку,птица
,,курятами,птица
,,курёнка,птица
,,куринною,птица
,,куринных,птица
,,петушьего,птица
,,петушьему,птица
,,петушонке,птица
,,петушатах,птица
,,петушатами,птица
,,петушонку,птица
,,петушью,птица
,,петушат,птица
,,петушьих,птица
,,петушьей,птица
,,петушонок,птица
,,петушата,птица
,,петушьим,птица
,,петушонком,птица
,,петушье,птица
,,петушьем,птица
,,петушьи,птица
,,петушатам,птица
,,петушья,птица
,,петушьими,птица
,,петуший,птица
,,петушонка,птица
,,журавлинные,птица
,,журавлинному,птица
,,журавлята,птица
,,журавлинными,птица
,,журавлёнку,птица
,,журавлёнком,птица
,,журавлинный,птица
,,журавлинная,птица
,,журавлятами,птица
,,журавлёнок,птица
,,журавлинную,птица
,,журавлёнка,птица
,,журавлятах,птица
,,журавлят,птица
,,журавлинным,птица
,,журавлинною,птица
,,журавлинной,птица
,,журавлинного,птица
,,журавлинных,птица
,,журавлёнке,птица
,,журавлинное,птица
,,журавлятам,птица
,,дятелёнку,птица
,,дятелята,птица
,,дятловье,птица
,,дятелятам,птица
,,дятловьего,птица
,,дятелят,птица
,,дятловьи,птица
,,дятловью,птица
,,дятелятами,птица
,,дятловьему,птица
,,дятелёнком,птица
,,дятелёнка,птица
,,дятелятах,птица
,,дятловьем,птица
,,дятелёнке,птица
,,дятловьих,птица
,,дятловьими,птица
,,дятловьей,птица
,,дятелёнок,птица
,,дятловий,птица
,,дятловьим,птица
,,дятловья,птица
,,попугайят,птица
,,попугайьего,птица
,,попугайятам,птица
,,попугайятами,птица
,,попугайёнка,птица
,,попугайьему,птица
,,попугайьем,птица
,,попугайьими,птица
,,попугайье,птица
,,попугайёнком,птица
,,попугайёнке,птица
,,попугайята,птица
,,попугайёнок,птица
,,попугайёнку,птица
,,попугайий,птица
,,попугайью,птица
,,попугайьих,птица
,,попугайья,птица
,,попугайьим,птица
,,попугайьей,птица
,,попугайьи,птица
,,попугайятах,птица
,,павлинятами,птица
,,павлинных,птица
,,павлинного,птица
,,павлинные,птица
,,павлинную,птица
,,павлинный,птица
,,павлинёнком,птица
,,павлинятах,птица
,,павлинной,птица
,,павлинят,птица
,,павлинёнку,птица
,,павлинное,птица
,,павлинятам,птица
,,павлинёнке,птица
,,павлинёнка,птица
,,павлинному,птица
,,павлинным,птица
,,павлинными,птица
,,павлинною,птица
,,павлинёнок,птица
,,павлинята,птица
,,павлинная,птица
,,змеинным,рептилия
,,змеинными,рептилия
,,змейёнке,рептилия
,,змеинная,рептилия
,,змеинные,рептилия
,,змейятах,рептилия
,,змеинной,рептилия
,,змейят,рептилия
,,змеинную,рептилия
,,змеинное,рептилия
,,змейёнку,рептилия
,,змеинному,рептилия
,,змеинных,рептилия
,,змейёнок,рептилия
,,змейятами,рептилия
,,змейятам,рептилия
,,змеинною,рептилия
,,змейёнка,рептилия
,,змеинного,рептилия
,,змеинный,рептилия
,,змейята,рептилия
,,змейёнком,рептилия
,,ужинной,рептилия
,,ужонятами,рептилия
,,ужинными,рептилия
,,ужонят,рептилия
,,ужонёнке,рептилия
,,ужонятам,рептилия
,,ужинное,рептилия
,,ужинною,рептилия
,,ужинная,рептилия
,,ужинному,рептилия
,,ужонята,рептилия
,,ужинного,рептилия
,,ужонятах,рептилия
,,ужинным,рептилия
,,ужинный,рептилия
,,ужинную,рептилия
,,ужонёнку,рептилия
,,ужинные,рептилия
,,ужинных,рептилия
,,ужонёнок,рептилия
,,ужонёнка,рептилия
,,ужонёнком,рептилия
,,гадюкью,рептилия
,,гадюкёнком,рептилия
,,гадюкятам,рептилия
,,гадюкёнок,рептилия
,,гадюкьему,рептилия
,,гадюкий,рептилия
,,гадюкёнке,рептилия
,,гадюкьем,рептилия
,,гадюкьим,рептилия
,,гадюкье,рептилия
,,гадюкёнка,рептилия
,,гадюкьими,рептилия
,,гадюкятами,рептилия
,,гадюкьи,рептилия
,,гадюкья,рептилия
,,гадюкьей,рептилия
,,гадюкята,рептилия
,,гадюкят,рептилия
,,гадюкьих,рептилия
,,гадюкёнку,рептилия
,,гадюкьего,рептилия
,,гадюкятах,рептилия
,,крокодилёнок,рептилия
,,крокодилёнка,рептилия
,,крокодилят,рептилия
,,крокодилятами,рептилия
,,крокодилёнке,рептилия
,,крокодильих,рептилия
