motif_id,term,n_mentions,category,biome_hint
c8,ямса,1,artefact,Trop. Moist
c8,лук,2,artefact,"generic, ambiguous (also = onion)"
c8,южный,1,direction,Southern
c8,северный,1,direction,Northern
c8a,лук,2,artefact,"generic, ambiguous (also = onion)"
c8a,стрела,1,artefact,generic
c8a1,южный,1,direction,Southern
c8a1,северный,1,direction,Northern
d1,енисей,1,river,Boreal
d1,сахара,1,region,Desert
d1,гарпун,1,artefact,Arctic/coastal — harpoon
d10,лук,1,artefact,"generic, ambiguous (also = onion)"
d11,ямс,4,artefact,Trop. Moist — yam
d11,маниока,3,artefact,Trop. Moist — manioc
d12,ямс,7,artefact,Trop. Moist — yam
d12,стрела,1,artefact,generic
d12,маниока,5,artefact,Trop. Moist — manioc
d12,ямса,1,artefact,Trop. Moist
d12,лук,6,artefact,"generic, ambiguous (also = onion)"
d13c,маниока,1,artefact,Trop. Moist — manioc
d13d,ямс,1,artefact,Trop. Moist — yam
d13d,маниока,1,artefact,Trop. Moist — manioc
d13e,южный,1,direction,Southern
d13g,якутии,1,region,Boreal/Tundra
d13hh,ямс,1,artefact,Trop. Moist — yam
d13hh,маниока,2,artefact,Trop. Moist — manioc
d13i,нарты,2,artefact,Tundra/Boreal — sledge pl
d13i,нарте,2,artefact,Tundra/Boreal
d13i,стрела,1,artefact,generic
d13i1,якутия,1,region,Boreal/Tundra
d13i1,якутии,1,region,Boreal/Tundra
d1a,гарпун,1,artefact,Arctic/coastal — harpoon
d1a1,сахара,1,region,Desert
d1b,лук,2,artefact,"generic, ambiguous (also = onion)"
d1b,якутии,2,region,Boreal/Tundra
d1b,стрела,1,artefact,generic
d2,маниока,1,artefact,Trop. Moist — manioc
d2a,маниока,1,artefact,Trop. Moist — manioc
d4a,ямса,2,artefact,Trop. Moist
d4a,ямс,1,artefact,Trop. Moist — yam
d4a,нарты,2,artefact,Tundra/Boreal — sledge pl
d4a,стрела,4,artefact,generic
d4a,аляски,1,region,Tundra/Boreal
d4a,лук,13,artefact,"generic, ambiguous (also = onion)"
d4a,северная,1,direction,Northern
d4a,маниока,10,artefact,Trop. Moist — manioc
d4a,маис,1,artefact,Trop./Temp. — maize
d4b,кавказ,2,mountain,Mediterranean/Mountain
d4c,стрела,3,artefact,generic
d4c,лук,3,artefact,"generic, ambiguous (also = onion)"
d4c1,лук,2,artefact,"generic, ambiguous (also = onion)"
d4c1,стрела,2,artefact,generic
d4d,северная,1,direction,Northern
d4h,стрела,1,artefact,generic
d4l,кавказ,2,mountain,Mediterranean/Mountain
d4l,маниока,2,artefact,Trop. Moist — manioc
d4l,ямс,1,artefact,Trop. Moist — yam
d4o,северная,1,direction,Northern
d4o,маниока,4,artefact,Trop. Moist — manioc
d4p,маниока,1,artefact,Trop. Moist — manioc
d4q,лук,1,artefact,"generic, ambiguous (also = onion)"
d4q,стрела,1,artefact,generic
d5,замбези,1,river,Trop. Savanna
d5,ямса,3,artefact,Trop. Moist
d5,стрела,1,artefact,generic
d5,ямс,4,artefact,Trop. Moist — yam
d5,маниока,2,artefact,Trop. Moist — manioc
d5a,стрела,1,artefact,generic
d5a,ямса,2,artefact,Trop. Moist
d5a,ямс,1,artefact,Trop. Moist — yam
d7,стрела,1,artefact,generic
d7,маниока,2,artefact,Trop. Moist — manioc
d7,лук,1,artefact,"generic, ambiguous (also = onion)"
d8,лук,6,artefact,"generic, ambiguous (also = onion)"
d9,ямса,1,artefact,Trop. Moist
d9,аляски,1,region,Tundra/Boreal
d9,маниока,2,artefact,Trop. Moist — manioc
e10,гарпуном,1,artefact,Arctic/coastal
e10,гарпун,1,artefact,Arctic/coastal — harpoon
e11,стрела,24,artefact,generic
e11,ямса,3,artefact,Trop. Moist
e11,ямс,1,artefact,Trop. Moist — yam
e11,лук,6,artefact,"generic, ambiguous (also = onion)"
e11,карелия,1,region,Boreal
e11,пироги,1,artefact,Trop.
e11,гарпун,2,artefact,Arctic/coastal — harpoon
e11,нарты,1,artefact,Tundra/Boreal — sledge pl
e11,гарпуном,1,artefact,Arctic/coastal
e11,северный,1,direction,Northern
e11,маниока,2,artefact,Trop. Moist — manioc
e12,стрела,3,artefact,generic
e12,лук,2,artefact,"generic, ambiguous (also = onion)"
e12,маниока,2,artefact,Trop. Moist — manioc
e13a,южный,1,direction,Southern
e14,лук,1,artefact,"generic, ambiguous (also = onion)"
e14,ямс,1,artefact,Trop. Moist — yam
e15,полярная,1,climate,Arctic
e15,маниока,3,artefact,Trop. Moist — manioc
e15,стрела,1,artefact,generic
e15a,полярная,1,climate,Arctic
e16,стрела,1,artefact,generic
e17,лук,1,artefact,"generic, ambiguous (also = onion)"
e17,маниока,2,artefact,Trop. Moist — manioc
e18,лук,1,artefact,"generic, ambiguous (also = onion)"
e18,маниока,2,artefact,Trop. Moist — manioc
e1b,пирога,1,artefact,Trop. — pirogue
e1b,чукотки,1,region,Tundra
e1c,чукотки,1,region,Tundra
e1d,стрела,1,artefact,generic
e1d,маниока,2,artefact,Trop. Moist — manioc
e21,маниока,1,artefact,Trop. Moist — manioc
e25,лук,1,artefact,"generic, ambiguous (also = onion)"
e26,маниока,1,artefact,Trop. Moist — manioc
e26,стрела,1,artefact,generic
e27,маниока,2,artefact,Trop. Moist — manioc
e28,маниока,1,artefact,Trop. Moist — manioc
e28,стрела,1,artefact,generic
e29,лук,1,artefact,"generic, ambiguous (also = onion)"
e30,гарпуном,1,artefact,Arctic/coastal
e30a,гарпуном,1,artefact,Arctic/coastal
e31a,стрела,2,artefact,generic
e31a,лук,1,artefact,"generic, ambiguous (also = onion)"
e31a1,лук,1,artefact,"generic, ambiguous (also = onion)"
e31a2,лук,1,artefact,"generic, ambiguous (also = onion)"
e31c,карелия,1,region,Boreal
e31c,стрела,2,artefact,generic
e31c,лук,1,artefact,"generic, ambiguous (also = onion)"
e32,лук,1,artefact,"generic, ambiguous (also = onion)"
e32,северный,1,direction,Northern
e32,лена,1,river,Boreal/Tundra
e32,стрела,1,artefact,generic
e33,северный,1,direction,Northern
e35,лук,1,artefact,"generic, ambiguous (also = onion)"
e37,лук,1,artefact,"generic, ambiguous (also = onion)"
e37,северного,1,direction,Northern
e38a,северный,1,direction,Northern
e38b,северный,1,direction,Northern
e38b,лук,2,artefact,"generic, ambiguous (also = onion)"
e38b,стрела,1,artefact,generic
e39,ямс,1,artefact,Trop. Moist — yam
e39,лук,3,artefact,"generic, ambiguous (also = onion)"
e4,лук,1,artefact,"generic, ambiguous (also = onion)"
e5a,стрела,2,artefact,generic
e5a,ямс,3,artefact,Trop. Moist — yam
e5a,ямса,1,artefact,Trop. Moist
e5a,аляски,1,region,Tundra/Boreal
e5a,лук,5,artefact,"generic, ambiguous (also = onion)"
e5a,маис,1,artefact,Trop./Temp. — maize
e5a,маниока,1,artefact,Trop. Moist — manioc
e5b,северный,1,direction,Northern
e5b,стрела,1,artefact,generic
e5c,ямс,2,artefact,Trop. Moist — yam
e5c,лук,4,artefact,"generic, ambiguous (also = onion)"
e5c,стрела,3,artefact,generic
e5c,аляска,1,region,Tundra/Boreal
e5c,маниока,2,artefact,Trop. Moist — manioc
e5d,маниока,1,artefact,Trop. Moist — manioc
e6,стрела,1,artefact,generic
e6,ямс,1,artefact,Trop. Moist — yam
e7,стрела,2,artefact,generic
e8,ямс,1,artefact,Trop. Moist — yam
e8,маниока,2,artefact,Trop. Moist — manioc
e8,лук,2,artefact,"generic, ambiguous (also = onion)"
e8a,стрела,2,artefact,generic
e8a,лук,1,artefact,"generic, ambiguous (also = onion)"
e9,пирога,3,artefact,Trop. — pirogue
e9,лук,10,artefact,"generic, ambiguous (also = onion)"
e9,ямса,3,artefact,Trop. Moist
e9,ямс,1,artefact,Trop. Moist — yam
e9,северный,1,direction,Northern
e9,гарпуном,1,artefact,Arctic/coastal
e9,стрела,17,artefact,generic
e9,северная,1,direction,Northern
e9,пироги,2,artefact,Trop.
e9,гарпун,2,artefact,Arctic/coastal — harpoon
e9,нарты,1,artefact,Tundra/Boreal — sledge pl
e9,якутии,1,region,Boreal/Tundra
e9,маниока,2,artefact,Trop. Moist — manioc
e9a,аляски,1,region,Tundra/Boreal
e9a,полярная,1,climate,Arctic
e9aa,полярная,1,climate,Arctic
e9b,северный,1,direction,Northern
e9b,лук,2,artefact,"generic, ambiguous (also = onion)"
e9c,северный,1,direction,Northern
e9c,лук,2,artefact,"generic, ambiguous (also = onion)"
e9c,маниока,1,artefact,Trop. Moist — manioc
e9d,гарпун,2,artefact,Arctic/coastal — harpoon
e9d,стрела,4,artefact,generic
e9d,нарты,1,artefact,Tundra/Boreal — sledge pl
e9d,якутии,1,region,Boreal/Tundra
e9e,гарпуном,1,artefact,Arctic/coastal
e9e,лук,1,artefact,"generic, ambiguous (also = onion)"
e9e,стрела,5,artefact,generic
e9e,гарпун,1,artefact,Arctic/coastal — harpoon
e9f,маниока,1,artefact,Trop. Moist — manioc
e9f,амазонка,1,river,Trop. Moist
e9g,гарпуном,1,artefact,Arctic/coastal
e9h,ямс,2,artefact,Trop. Moist — yam
e9h,пироги,1,artefact,Trop.
e9h,нарта,1,artefact,Tundra/Boreal — sledge
e9h,нарты,2,artefact,Tundra/Boreal — sledge pl
e9h,стрела,3,artefact,generic
e9h,лук,5,artefact,"generic, ambiguous (also = onion)"
e9i,лук,1,artefact,"generic, ambiguous (also = onion)"
e9i,аляски,1,region,Tundra/Boreal
e9j,стрела,3,artefact,generic
e9j,маниока,1,artefact,Trop. Moist — manioc
e9k,ямс,1,artefact,Trop. Moist — yam
e9k,ямса,1,artefact,Trop. Moist
f1,бумеранг,1,artefact,Australia — boomerang
f1,ямс,1,artefact,Trop. Moist — yam
f1,ямса,1,artefact,Trop. Moist
f11,аляски,1,region,Tundra/Boreal
f13,маниока,1,artefact,Trop. Moist — manioc
f14,нарте,1,artefact,Tundra/Boreal
f14,нарты,4,artefact,Tundra/Boreal — sledge pl
f16,маниока,1,artefact,Trop. Moist — manioc
f16,южный,1,direction,Southern
f16,лук,1,artefact,"generic, ambiguous (also = onion)"
f17,стрела,1,artefact,generic
f17,ямс,1,artefact,Trop. Moist — yam
f17,ямса,1,artefact,Trop. Moist
f18a,австралия,2,region,Desert/Savanna (Aus)
f18a,ямс,1,artefact,Trop. Moist — yam
f18a,северный,1,direction,Northern
f18a,аляски,1,region,Tundra/Boreal
f18a,южный,2,direction,Southern
f18b,аляски,1,region,Tundra/Boreal
f18d,ямс,1,artefact,Trop. Moist — yam
f2,лук,3,artefact,"generic, ambiguous (also = onion)"
f2,нарта,1,artefact,Tundra/Boreal — sledge
f2,стрела,3,artefact,generic
f2,якутия,1,region,Boreal/Tundra
f2,южный,1,direction,Southern
f2,гарпун,1,artefact,Arctic/coastal — harpoon
f2,гарпуном,1,artefact,Arctic/coastal
f20,аляски,1,region,Tundra/Boreal
f20,ямса,1,artefact,Trop. Moist
f22,лук,1,artefact,"generic, ambiguous (also = onion)"
f25,стрела,1,artefact,generic
f27,стрела,1,artefact,generic
f28a,маниока,2,artefact,Trop. Moist — manioc
f28a,стрела,1,artefact,generic
f28a,гарпуном,1,artefact,Arctic/coastal
f28a,гарпун,1,artefact,Arctic/coastal — harpoon
f29,маниока,3,artefact,Trop. Moist — manioc
f29a,маниока,3,artefact,Trop. Moist — manioc
f3,нила,1,river,Desert/Trop. Savanna
f3,лук,1,artefact,"generic, ambiguous (also = onion)"
f30,ямс,3,artefact,Trop. Moist — yam
f30,стрела,1,artefact,generic
f30,лук,5,artefact,"generic, ambiguous (also = onion)"
f30,маниока,3,artefact,Trop. Moist — manioc
f30a,аляски,1,region,Tundra/Boreal
f30a,северный,1,direction,Northern
f31,маниока,1,artefact,Trop. Moist — manioc
f32,маниока,2,artefact,Trop. Moist — manioc
f33,маниока,6,artefact,Trop. Moist — manioc
f33,стрела,1,artefact,generic
f33,гарпуном,1,artefact,Arctic/coastal
f34,евразии,1,continent,?
f34,полярный,1,climate,Arctic
f34,маис,1,artefact,Trop./Temp. — maize
f34,стрела,2,artefact,generic
f35,лук,1,artefact,"generic, ambiguous (also = onion)"
f35,южный,1,direction,Southern
f35,маниока,2,artefact,Trop. Moist — manioc
f35,стрела,1,artefact,generic
f36,лук,4,artefact,"generic, ambiguous (also = onion)"
f37,стрела,1,artefact,generic
f37,маниока,2,artefact,Trop. Moist — manioc
f38,северное,1,direction,Northern
f38,лук,2,artefact,"generic, ambiguous (also = onion)"
f38,ямса,3,artefact,Trop. Moist
f38,амазонский,1,region,Trop. Moist
f38,стрела,1,artefact,generic
f38,гарпун,1,artefact,Arctic/coastal — harpoon
f4,стрела,1,artefact,generic
f40a,нарте,1,artefact,Tundra/Boreal
f40a,нарта,1,artefact,Tundra/Boreal — sledge
f40a,амазонка,1,river,Trop. Moist
f40a,гарпун,1,artefact,Arctic/coastal — harpoon
f40a,маниока,1,artefact,Trop. Moist — manioc
f40a,стрела,1,artefact,generic
f40b,ямс,1,artefact,Trop. Moist — yam
f40b,северное,1,direction,Northern
f40b,южный,1,direction,Southern
f40b,гарпун,1,artefact,Arctic/coastal — harpoon
f41,южный,1,direction,Southern
f41,стрела,1,artefact,generic
f41,гарпун,1,artefact,Arctic/coastal — harpoon
f43,амазонке,1,river,Trop. Moist
f43,маниока,1,artefact,Trop. Moist — manioc
f43c,северное,1,direction,Northern
f44,маниока,1,artefact,Trop. Moist — manioc
f45,северное,1,direction,Northern
f45,южный,1,direction,Southern
f45,маис,2,artefact,Trop./Temp. — maize
f45,маниока,1,artefact,Trop. Moist — manioc
f45,амазонка,1,river,Trop. Moist
f45,амазонке,1,river,Trop. Moist
f45,гарпун,1,artefact,Arctic/coastal — harpoon
f45,амазонии,1,region,Trop. Moist
f45a,северного,1,direction,Northern
f45a,южный,1,direction,Southern
f47,южный,1,direction,Southern
f47b,северного,1,direction,Northern
f49,аляски,2,region,Tundra/Boreal
f49,гарпуном,1,artefact,Arctic/coastal
f49,гарпун,1,artefact,Arctic/coastal — harpoon
f49,маниока,1,artefact,Trop. Moist — manioc
f50,маниока,1,artefact,Trop. Moist — manioc
f50,лук,2,artefact,"generic, ambiguous (also = onion)"
f54,карелия,1,region,Boreal
f56,стрела,2,artefact,generic
f56,маниока,1,artefact,Trop. Moist — manioc
f56a,стрела,1,artefact,generic
f58,лук,1,artefact,"generic, ambiguous (also = onion)"
f59,лук,2,artefact,"generic, ambiguous (also = onion)"
f5b,нарты,1,artefact,Tundra/Boreal — sledge pl
f5b,лук,1,artefact,"generic, ambiguous (also = onion)"
f6,маниока,1,artefact,Trop. Moist — manioc
f6,стрела,1,artefact,generic
f60,южный,2,direction,Southern
f61,лук,1,artefact,"generic, ambiguous (also = onion)"
f61,стрела,1,artefact,generic
f62,северный,2,direction,Northern
f62,лук,2,artefact,"generic, ambiguous (also = onion)"
f62,стрела,1,artefact,generic
f62,карелия,3,region,Boreal
f62,северная,1,direction,Northern
f63,карелия,1,region,Boreal
f63,лук,2,artefact,"generic, ambiguous (also = onion)"
f64,аляски,1,region,Tundra/Boreal
f64,гарпун,1,artefact,Arctic/coastal — harpoon
f64,лук,1,artefact,"generic, ambiguous (also = onion)"
f64,стрела,1,artefact,generic
f65,аляски,2,region,Tundra/Boreal
f65,гарпуном,1,artefact,Arctic/coastal
f65,енисея,1,river,Boreal
f65a,лук,3,artefact,"generic, ambiguous (also = onion)"
f65a,аляски,1,region,Tundra/Boreal
f65a,гарпуном,1,artefact,Arctic/coastal
f65b,ямс,8,artefact,Trop. Moist — yam
f65b,енисея,1,river,Boreal
f65b,нарте,1,artefact,Tundra/Boreal
f65b,нарты,1,artefact,Tundra/Boreal — sledge pl
f65c,лук,1,artefact,"generic, ambiguous (also = onion)"
f65d,енисея,1,river,Boreal
f65d,нарте,1,artefact,Tundra/Boreal
f65d,нарты,1,artefact,Tundra/Boreal — sledge pl
f67,гарпун,2,artefact,Arctic/coastal — harpoon
f7,северная,1,direction,Northern
f7,гарпуном,1,artefact,Arctic/coastal
f7,гарпун,6,artefact,Arctic/coastal — harpoon
f7,гарпуна,1,artefact,Arctic/coastal
f7,стрела,3,artefact,generic
f7,ямс,3,artefact,Trop. Moist — yam
f7,лук,1,artefact,"generic, ambiguous (also = onion)"
f7,нарта,1,artefact,Tundra/Boreal — sledge
f7,маниока,6,artefact,Trop. Moist — manioc
f7,ямса,1,artefact,Trop. Moist
f70,северного,1,direction,Northern
f70,нарты,1,artefact,Tundra/Boreal — sledge pl
f70,сахара,1,region,Desert
f70,енисея,1,river,Boreal
f70,лук,1,artefact,"generic, ambiguous (also = onion)"
f70,стрела,1,artefact,generic
f70a,лук,1,artefact,"generic, ambiguous (also = onion)"
f70b,стрела,1,artefact,generic
f70b,северного,1,direction,Northern
f70b,нарты,1,artefact,Tundra/Boreal — sledge pl
f70b,лук,1,artefact,"generic, ambiguous (also = onion)"
f70e1,стрела,1,artefact,generic
f70e1,алтай,1,mountain,Mountain/Steppe
f70e2,северный,2,direction,Northern
f70e2,лук,1,artefact,"generic, ambiguous (also = onion)"
f79,ямс,2,artefact,Trop. Moist — yam
f79,маниока,1,artefact,Trop. Moist — manioc
f79,ямса,1,artefact,Trop. Moist
f80,стрела,1,artefact,generic
f80,ямс,1,artefact,Trop. Moist — yam
f80,енисея,1,river,Boreal
f80,лук,1,artefact,"generic, ambiguous (also = onion)"
f80a,енисея,1,river,Boreal
f80a,гарпун,1,artefact,Arctic/coastal — harpoon
f80a,гарпуном,1,artefact,Arctic/coastal
f80a,лук,1,artefact,"generic, ambiguous (also = onion)"
f81,нарты,1,artefact,Tundra/Boreal — sledge pl
f81,аляски,1,region,Tundra/Boreal
f82,ямс,1,artefact,Trop. Moist — yam
f83,карелия,1,region,Boreal
f83,лук,1,artefact,"generic, ambiguous (also = onion)"
f86,лук,1,artefact,"generic, ambiguous (also = onion)"
f86,карелия,1,region,Boreal
f86,стрела,2,artefact,generic
f86,гарпун,1,artefact,Arctic/coastal — harpoon
f86,маниока,4,artefact,Trop. Moist — manioc
f86,гарпуном,1,artefact,Arctic/coastal
f88,лук,1,artefact,"generic, ambiguous (also = onion)"
f88,маниока,1,artefact,Trop. Moist — manioc
f9,якутия,1,region,Boreal/Tundra
f9,аляски,1,region,Tundra/Boreal
f9,гарпун,4,artefact,Arctic/coastal — harpoon
f90,лук,2,artefact,"generic, ambiguous (also = onion)"
f90,стрела,2,artefact,generic
f91,аляски,1,region,Tundra/Boreal
f94,лук,3,artefact,"generic, ambiguous (also = onion)"
f95,стрела,3,artefact,generic
f95,ямс,1,artefact,Trop. Moist — yam
f95,лук,1,artefact,"generic, ambiguous (also = onion)"
f95,маниока,1,artefact,Trop. Moist — manioc
f97,гималаи,1,mountain,Mountain
f9a,аляски,1,region,Tundra/Boreal
f9a,гарпуном,1,artefact,Arctic/coastal
f9a,гарпун,1,artefact,Arctic/coastal — harpoon
f9a,стрела,2,artefact,generic
f9a,лук,2,artefact,"generic, ambiguous (also = onion)"
f9a,южное,1,direction,Southern
f9a1,якутия,1,region,Boreal/Tundra
f9b,маниока,2,artefact,Trop. Moist — manioc
f9b,ямс,2,artefact,Trop. Moist — yam
f9b,ямса,1,artefact,Trop. Moist
f9d,гарпун,1,artefact,Arctic/coastal — harpoon
f9d,маниока,1,artefact,Trop. Moist — manioc
f9g,карелия,1,region,Boreal
f9g,нарта,2,artefact,Tundra/Boreal — sledge
f9g,лук,2,artefact,"generic, ambiguous (also = onion)"
g1,аляска,1,region,Tundra/Boreal
g10,стрела,1,artefact,generic
g10,ямс,2,artefact,Trop. Moist — yam
g10,маниока,4,artefact,Trop. Moist — manioc
g12,маниока,3,artefact,Trop. Moist — manioc
g12b,ямс,9,artefact,Trop. Moist — yam
g12b,маниока,2,artefact,Trop. Moist — manioc
g13,северное,1,direction,Northern
g13,маниока,4,artefact,Trop. Moist — manioc
g13,ямс,6,artefact,Trop. Moist — yam
g13,лук,1,artefact,"generic, ambiguous (also = onion)"
g13a,ямс,2,artefact,Trop. Moist — yam
g13a,маниока,4,artefact,Trop. Moist — manioc
g13a,стрела,1,artefact,generic
g13b,маниока,1,artefact,Trop. Moist — manioc
g15,ямс,2,artefact,Trop. Moist — yam
g15,ямса,2,artefact,Trop. Moist
g15,маис,6,artefact,Trop./Temp. — maize
g15,маниока,3,artefact,Trop. Moist — manioc
g16,маис,2,artefact,Trop./Temp. — maize
g16,маниока,2,artefact,Trop. Moist — manioc
g16,ямс,1,artefact,Trop. Moist — yam
g17,ямс,7,artefact,Trop. Moist — yam
g17,ямса,3,artefact,Trop. Moist
g17,северного,1,direction,Northern
g17,маниока,8,artefact,Trop. Moist — manioc
g18,ямс,15,artefact,Trop. Moist — yam
g18,лук,1,artefact,"generic, ambiguous (also = onion)"
g18,маниока,5,artefact,Trop. Moist — manioc
g20,ямс,10,artefact,Trop. Moist — yam
g20,лук,3,artefact,"generic, ambiguous (also = onion)"
g20,маниока,1,artefact,Trop. Moist — manioc
g21,лук,1,artefact,"generic, ambiguous (also = onion)"
g23,лук,10,artefact,"generic, ambiguous (also = onion)"
g23,северный,3,direction,Northern
g23,ямс,8,artefact,Trop. Moist — yam
g23,северное,2,direction,Northern
g23,южное,2,direction,Southern
g23,стрела,6,artefact,generic
g23,нарты,2,artefact,Tundra/Boreal — sledge pl
g23,южный,2,direction,Southern
g23,северного,1,direction,Northern
g23,якутия,1,region,Boreal/Tundra
g23,якутии,1,region,Boreal/Tundra
g23,гарпун,1,artefact,Arctic/coastal — harpoon
g23,северная,1,direction,Northern
g23,маниока,3,artefact,Trop. Moist — manioc
g23,анды,2,mountain,Mountain
g23a,ямс,26,artefact,Trop. Moist — yam
g23a,лук,3,artefact,"generic, ambiguous (also = onion)"
g23a,лена,1,river,Boreal/Tundra
g23a,маниока,7,artefact,Trop. Moist — manioc
g23b,стрела,3,artefact,generic
g23b,гарпун,1,artefact,Arctic/coastal — harpoon
g23b,северная,1,direction,Northern
g26,маниока,1,artefact,Trop. Moist — manioc
g27,ямс,1,artefact,Trop. Moist — yam
g27,маниока,1,artefact,Trop. Moist — manioc
g29,лук,1,artefact,"generic, ambiguous (also = onion)"
g29,стрела,2,artefact,generic
g3,маис,2,artefact,Trop./Temp. — maize
g31,пироги,1,artefact,Trop.
g31,маис,1,artefact,Trop./Temp. — maize
g31,маниока,1,artefact,Trop. Moist — manioc
g31,южный,1,direction,Southern
g4,ямс,1,artefact,Trop. Moist — yam
g5,стрела,1,artefact,generic
g5,ямс,15,artefact,Trop. Moist — yam
g5,ямса,1,artefact,Trop. Moist
g5,маниока,22,artefact,Trop. Moist — manioc
g6,южный,1,direction,Southern
g6,ямс,10,artefact,Trop. Moist — yam
g6,лук,4,artefact,"generic, ambiguous (also = onion)"
g6,лена,1,river,Boreal/Tundra
g6,маниока,8,artefact,Trop. Moist — manioc
g6,ямса,1,artefact,Trop. Moist
g6a,алтай,1,mountain,Mountain/Steppe
g7,маниока,3,artefact,Trop. Moist — manioc
g7,ямс,1,artefact,Trop. Moist — yam
g8b,ямса,1,artefact,Trop. Moist
g8b,лук,1,artefact,"generic, ambiguous (also = onion)"
g8b,ямс,1,artefact,Trop. Moist — yam
g8c,стрела,1,artefact,generic
g8c,ямс,3,artefact,Trop. Moist — yam
g8c,маниока,2,artefact,Trop. Moist — manioc
g8f,стрела,1,artefact,generic
g8f,ямс,2,artefact,Trop. Moist — yam
g8f,маниока,2,artefact,Trop. Moist — manioc
h10,нил,1,river,Desert/Trop. Savanna
h11,южный,2,direction,Southern
h11,маниока,1,artefact,Trop. Moist — manioc
h11,лук,1,artefact,"generic, ambiguous (also = onion)"
h12,маниока,4,artefact,Trop. Moist — manioc
h12,ямса,1,artefact,Trop. Moist
h12,северный,1,direction,Northern
h12,ямс,5,artefact,Trop. Moist — yam
h12,стрела,3,artefact,generic
h12,полярная,1,climate,Arctic
h12,лук,1,artefact,"generic, ambiguous (also = onion)"
h12b,северный,1,direction,Northern
h13,стрела,2,artefact,generic
h16,гарпун,2,artefact,Arctic/coastal — harpoon
h17,лук,1,artefact,"generic, ambiguous (also = onion)"
h17,стрела,1,artefact,generic
h18,маниока,2,artefact,Trop. Moist — manioc
h18b,южный,1,direction,Southern
h20,ямс,1,artefact,Trop. Moist — yam
h20,гарпун,1,artefact,Arctic/coastal — harpoon
h20,стрела,1,artefact,generic
h20a,ямс,2,artefact,Trop. Moist — yam
h21,ямс,1,artefact,Trop. Moist — yam
h21,гарпун,1,artefact,Arctic/coastal — harpoon
h21,стрела,1,artefact,generic
h21a,ямс,1,artefact,Trop. Moist — yam
h21a,гарпун,1,artefact,Arctic/coastal — harpoon
h21a,стрела,1,artefact,generic
h24,ямса,2,artefact,Trop. Moist
h24,ямс,3,artefact,Trop. Moist — yam
h24,лук,1,artefact,"generic, ambiguous (also = onion)"
h24,стрела,1,artefact,generic
h24,пирога,1,artefact,Trop. — pirogue
h24,пироги,3,artefact,Trop.
h24,южный,1,direction,Southern
h24,маниока,3,artefact,Trop. Moist — manioc
h24a,северного,1,direction,Northern
h24b,ямс,1,artefact,Trop. Moist — yam
h24b,ямса,1,artefact,Trop. Moist
h24f,стрела,1,artefact,generic
h24f,маниока,1,artefact,Trop. Moist — manioc
h25,конго,1,region/river,Trop. Moist
h25,южный,2,direction,Southern
h25,ямс,1,artefact,Trop. Moist — yam
h25,ямса,1,artefact,Trop. Moist
h26,южный,1,direction,Southern
h27,ямс,4,artefact,Trop. Moist — yam
h27,ямса,1,artefact,Trop. Moist
h27,южный,1,direction,Southern
h28,нарты,5,artefact,Tundra/Boreal — sledge pl
h28,нарта,4,artefact,Tundra/Boreal — sledge
h28,карелия,1,region,Boreal
h28,лук,5,artefact,"generic, ambiguous (also = onion)"
h28,стрела,3,artefact,generic
h28,южный,2,direction,Southern
h28,гарпун,1,artefact,Arctic/coastal — harpoon
h28,ямс,1,artefact,Trop. Moist — yam
h28,маниока,1,artefact,Trop. Moist — manioc
h28a,карелия,1,region,Boreal
h28a,лук,3,artefact,"generic, ambiguous (also = onion)"
h28a,нарты,1,artefact,Tundra/Boreal — sledge pl
h28a,южный,1,direction,Southern
h29,стрела,2,artefact,generic
h29,маниока,1,artefact,Trop. Moist — manioc
h30,ямс,1,artefact,Trop. Moist — yam
h30,маниока,2,artefact,Trop. Moist — manioc
h31,конго,2,region/river,Trop. Moist
h32a,ямса,2,artefact,Trop. Moist
h32a,ямс,1,artefact,Trop. Moist — yam
h32a,маниока,2,artefact,Trop. Moist — manioc
h33,лук,1,artefact,"generic, ambiguous (also = onion)"
h34a,ямса,2,artefact,Trop. Moist
h34a,маниока,1,artefact,Trop. Moist — manioc
h34b,амура,1,river,Boreal
h34b,гарпун,1,artefact,Arctic/coastal — harpoon
h34d1,ямс,1,artefact,Trop. Moist — yam
h34e,сибирские,1,region,Tundra/Boreal
h34e,аляски,1,region,Tundra/Boreal
h34f,маниока,1,artefact,Trop. Moist — manioc
h34g,нарты,1,artefact,Tundra/Boreal — sledge pl
h36,ямса,1,artefact,Trop. Moist
h36,южный,1,direction,Southern
h36,гималаи,1,mountain,Mountain
h36,лук,3,artefact,"generic, ambiguous (also = onion)"
h36,стрела,1,artefact,generic
h36,нарты,1,artefact,Tundra/Boreal — sledge pl
h36a,ямса,1,artefact,Trop. Moist
h36a,гималаи,1,mountain,Mountain
h36a,нарты,1,artefact,Tundra/Boreal — sledge pl
h36a,лук,1,artefact,"generic, ambiguous (also = onion)"
h36b,южный,1,direction,Southern
h36c,лук,1,artefact,"generic, ambiguous (also = onion)"
h36f,лук,1,artefact,"generic, ambiguous (also = onion)"
h36f,северный,1,direction,Northern
h36ff,северный,1,direction,Northern
h37,лук,7,artefact,"generic, ambiguous (also = onion)"
h37,стрела,16,artefact,generic
h37,маниока,2,artefact,Trop. Moist — manioc
h37,амазонка,1,river,Trop. Moist
