word_en,hypernym_en,word_ru,hypernym_ru
puma,wildcat,пумы,дикая кошка
puma,wildcat,пуме,дикая кошка
puma,wildcat,пуму,дикая кошка
puma,wildcat,пумой,дикая кошка
pumpkin,squash,тыква,тыква
pumpkin,squash,тыквы,тыква
pumpkin,squash,тыкве,тыква
pumpkin,squash,тыкву,тыква
pumpkin,squash,тыквой,тыква
pup,young mammal,щенок,детёныш млекопитающего
pup,young mammal,щенка,детёныш млекопитающего
pup,young mammal,щенку,детёныш млекопитающего
pup,young mammal,щенком,детёныш млекопитающего
pup,young mammal,о щенке,детёныш млекопитающего
puppies,pup,щенки,детёныш
puppies,pup,щенков,детёныш
puppies,pup,щенкам,детёныш
puppies,pup,щенками,детёныш
puppy,pup,щенок,детёныш
puppy,pup,щенка,детёныш
puppy,pup,щенку,детёныш
puppy,pup,щенком,детёныш
puppy,pup,о щенке,детёныш
queen,insect,царица,насекомое
queen,insect,царицы,насекомое
queen,insect,царице,насекомое
queen,insect,царицу,насекомое
queen,insect,царицей,насекомое
rabbit,leporid,кролик,зайцевое
rabbit,leporid,кролика,зайцевое
rabbit,leporid,кролику,зайцевое
rabbit,leporid,кроликом,зайцевое
rabbit,leporid,кролики,зайцевое
rabbit,leporid,кроликов,зайцевое
racoon,procyonid,енот,енотовое
racoon,procyonid,енота,енотовое
racoon,procyonid,еноту,енотовое
racoon,procyonid,енотом,енотовое
racoon,procyonid,еноты,енотовое
racoon,procyonid,енотов,енотовое
ram,sheep,баран,овца
ram,sheep,барана,овца
ram,sheep,барану,овца
ram,sheep,бараном,овца
ram,sheep,бараны,овца
ram,sheep,баранов,овца
rams,sheep,бараны,овца
rams,sheep,баранов,овца
rams,sheep,баранам,овца
rams,sheep,баранами,овца
rat,rodent,крыса,грызун
rat,rodent,крысы,грызун
rat,rodent,крысе,грызун
rat,rodent,крысу,грызун
rat,rodent,крысой,грызун
raven,corvine bird,ворон,врановая птица
raven,corvine bird,ворона,врановая птица
raven,corvine bird,ворону,врановая птица
raven,corvine bird,вороном,врановая птица
raven,corvine bird,вороны,врановая птица
raven,corvine bird,воронов,врановая птица
reed,gramineous plant,тростник,злаковое растение
reed,gramineous plant,тростника,злаковое растение
reed,gramineous plant,тростнику,злаковое растение
reed,gramineous plant,тростником,злаковое растение
reeds,gramineous plant,тростники,злаковое растение
reeds,gramineous plant,тростников,злаковое растение
reeds,gramineous plant,тростникам,злаковое растение
reeds,gramineous plant,тростниками,злаковое растение
reptile,vertebrate,рептилия,позвоночное
reptile,vertebrate,рептилии,позвоночное
reptile,vertebrate,рептилию,позвоночное
reptile,vertebrate,рептилией,позвоночное
reptiles,vertebrate,рептилии,позвоночное
reptiles,vertebrate,рептилий,позвоночное
reptiles,vertebrate,рептилиям,позвоночное
reptiles,vertebrate,рептилиями,позвоночное
rhea,ratite,нанду,бескилевая птица
rose,shrub,роза,кустарник
rose,shrub,розы,кустарник
rose,shrub,розе,кустарник
rose,shrub,розу,кустарник
rose,shrub,розой,кустарник
rushes,marsh plant,камыши,болотное растение
rushes,marsh plant,камышей,болотное растение
rushes,marsh plant,камышам,болотное растение
rushes,marsh plant,камышами,болотное растение
serpent,diapsid,змей,змея
serpent,diapsid,змея,змея
serpent,diapsid,змею,змея
serpent,diapsid,змеем,змея
serpent,diapsid,змеи,змея
serpent,diapsid,змеев,змея
sheep,bovid,овца,полорогое
sheep,bovid,овцы,полорогое
sheep,bovid,овце,полорогое
sheep,bovid,овцу,полорогое
sheep,bovid,овцой,полорогое
skunk,musteline mammal,скунс,куньи
skunk,musteline mammal,скунса,куньи
skunk,musteline mammal,скунсу,куньи
skunk,musteline mammal,скунсом,куньи
skunk,musteline mammal,скунсы,куньи
skunk,musteline mammal,скунсов,куньи
snail,gastropod,улитка,брюхоногий моллюск
snail,gastropod,улитки,брюхоногий моллюск
snail,gastropod,улитке,брюхоногий моллюск
snail,gastropod,улитку,брюхоногий моллюск
snail,gastropod,улиткой,брюхоногий моллюск
snake,diapsid,змея,змея
snake,diapsid,змеи,змея
snake,diapsid,змее,змея
snake,diapsid,змею,змея
snake,diapsid,змеёй,змея
snakes,diapsid,змеи,змея
snakes,diapsid,змей,змея
snakes,diapsid,змеям,змея
snakes,diapsid,змеями,змея
spider,arachnid,паук,паукообразное
spider,arachnid,паука,паукообразное
spider,arachnid,пауку,паукообразное
spider,arachnid,пауком,паукообразное
spider,arachnid,пауки,паукообразное
spider,arachnid,пауков,паукообразное
squirrel,rodent,белка,грызун
squirrel,rodent,белки,грызун
squirrel,rodent,белке,грызун
squirrel,rodent,белку,грызун
squirrel,rodent,белкой,грызун
stag,red deer,олень,благородный олень
stag,red deer,оленя,благородный олень
stag,red deer,оленю,благородный олень
stag,red deer,оленем,благородный олень
stag,red deer,олени,благородный олень
stag,red deer,оленей,благородный олень
swallow,oscine,ласточка,певчая птица
swallow,oscine,ласточки,певчая птица
swallow,oscine,ласточке,певчая птица
swallow,oscine,ласточку,певчая птица
swallow,oscine,ласточкой,певчая птица
swallows,oscine,ласточки,певчая птица
swallows,oscine,ласточек,певчая птица
swallows,oscine,ласточкам,певчая птица
swallows,oscine,ласточками,певчая птица
swan,aquatic bird,лебедь,водоплавающая птица
swan,aquatic bird,лебедя,водоплавающая птица
swan,aquatic bird,лебедю,водоплавающая птица
swan,aquatic bird,лебедем,водоплавающая птица
swan,aquatic bird,о лебеде,водоплавающая птица
swans,aquatic bird,лебеди,водоплавающая птица
swans,aquatic bird,лебедей,водоплавающая птица
swans,aquatic bird,лебедям,водоплавающая птица
swans,aquatic bird,лебедями,водоплавающая птица
tapir,odd-toed ungulate,тапир,непарнокопытное
tapir,odd-toed ungulate,тапира,непарнокопытное
tapir,odd-toed ungulate,тапиру,непарнокопытное
tapir,odd-toed ungulate,тапиром,непарнокопытное
tapir,odd-toed ungulate,тапиры,непарнокопытное
tapir,odd-toed ungulate,тапиров,непарнокопытное
tiger,big cat,тигр,крупная кошка
tiger,big cat,тигра,крупная кошка
tiger,big cat,тигру,крупная кошка
tiger,big cat,тигром,крупная кошка
tiger,big cat,тигры,крупная кошка
tiger,big cat,тигров,крупная кошка
toad,amphibian,жаба,земноводное
toad,amphibian,жабы,земноводное
toad,amphibian,жабе,земноводное
toad,amphibian,жабу,земноводное
toad,amphibian,жабой,земноводное
tortoise,turtle,черепаха,черепаха
tortoise,turtle,черепахи,черепаха
tortoise,turtle,черепахе,черепаха
tortoise,turtle,черепаху,черепаха
tortoise,turtle,черепахой,черепаха
tree,woody plant,дерево,древесное растение
tree,woody plant,дерева,древесное растение
tree,woody plant,дереву,древесное растение
tree,woody plant,деревом,древесное растение
tree,woody plant,о дереве,древесное растение
trees,woody plant,деревья,древесное растение
trees,woody plant,деревьев,древесное растение
trees,woody plant,деревьям,древесное растение
trees,woody plant,деревьями,древесное растение
turtle,chelonian,черепаха,черепаха
turtle,chelonian,черепахи,черепаха
turtle,chelonian,черепахе,черепаха
turtle,chelonian,черепаху,черепаха
turtle,chelonian,черепахой,черепаха
ungulate,placental,копытное,плацентарное млекопитающее
ungulate,placental,копытного,плацентарное млекопитающее
ungulate,placental,копытному,плацентарное млекопитающее
ungulate,placental,копытным,плацентарное млекопитающее
vine,vascular plant,лоза,сосудистое растение
vine,vascular plant,лозы,сосудистое растение
vine,vascular plant,лозе,сосудистое растение
vine,vascular plant,лозу,сосудистое растение
vine,vascular plant,лозой,сосудистое растение
vines,vascular plant,лозы,сосудистое растение
vines,vascular plant,лоз,сосудистое растение
vines,vascular plant,лозам,сосудистое растение
vines,vascular plant,лозами,сосудистое растение
vulture,bird of prey,гриф,хищная птица
vulture,bird of prey,грифа,хищная птица
vulture,bird of prey,грифу,хищная птица
vulture,bird of prey,грифом,хищная птица
vulture,bird of prey,грифы,хищная птица
vulture,bird of prey,грифов,хищная птица
vultures,bird of prey,грифы,хищная птица
vultures,bird of prey,грифов,хищная птица
vultures,bird of prey,грифам,хищная птица
vultures,bird of prey,грифами,хищная птица
wasp,hymenopterous insect,оса,перепончатокрылое насекомое
wasp,hymenopterous insect,осы,перепончатокрылое насекомое
wasp,hymenopterous insect,осе,перепончатокрылое насекомое
wasp,hymenopterous insect,осу,перепончатокрылое насекомое
wasp,hymenopterous insect,осой,перепончатокрылое насекомое
whale,cetacean,кит,китообразное
whale,cetacean,кита,китообразное
whale,cetacean,киту,китообразное
whale,cetacean,китом,китообразное
whale,cetacean,киты,китообразное
whale,cetacean,китов,китообразное
wheat,cereal,пшеница,зерновая культура
wheat,cereal,пшеницы,зерновая культура
wheat,cereal,пшенице,зерновая культура
wheat,cereal,пшеницу,зерновая культура
wheat,cereal,пшеницей,зерновая культура
wolf,canine,волк,псовое
wolf,canine,волка,псовое
wolf,canine,волку,псовое
wolf,canine,волком,псовое
wolf,canine,о волке,псовое
wolverine,musteline mammal,росомаха,куньи
wolverine,musteline mammal,росомахи,куньи
wolverine,musteline mammal,росомахе,куньи
wolverine,musteline mammal,росомаху,куньи
wolverine,musteline mammal,росомахой,куньи
wolves,canine,волки,псовое
wolves,canine,волков,псовое
wolves,canine,волкам,псовое
wolves,canine,волками,псовое
woodpecker,piciform bird,дятел,дятлообразная птица
woodpecker,piciform bird,дятла,дятлообразная птица
woodpecker,piciform bird,дятлу,дятлообразная птица
woodpecker,piciform bird,дятлом,дятлообразная птица
woodpecker,piciform bird,дятлы,дятлообразная птица
woodpecker,piciform bird,дятлов,дятлообразная птица
worm,invertebrate,червь,беспозвоночное
worm,invertebrate,червя,беспозвоночное
worm,invertebrate,червю,беспозвоночное
worm,invertebrate,червём,беспозвоночное
worm,invertebrate,черви,беспозвоночное
worm,invertebrate,червей,беспозвоночное
worms,invertebrate,черви,беспозвоночное
worms,invertebrate,червей,беспозвоночное
worms,invertebrate,червям,беспозвоночное
worms,invertebrate,червями,беспозвоночное
young,animal,детёныш,животное
young,animal,детёныша,животное
young,animal,детёнышу,животное
young,animal,детёнышем,животное
young,animal,детёныши,животное
young,animal,детёнышей,животное
